Token('STRUCT', 'struct', line=1, col=1)
Token('ID', 'i', line=765, col=21)
Token('LT', '<', line=765, col=23)
Token('INT_LIT', '10', line=765, col=25)
Token('SEMI', ';', line=765, col=27)
Token('ID', 'i', line=765, col=29)
Token('INC', '++', line=765, col=30)
Token('RPAREN', ')', line=765, col=32)
Token('LBRACE', '{', line=765, col=34)
Token('ID', 'arr', line=766, col=9)
Token('LBRACKET', '[', line=766, col=12)
Token('ID', 'i', line=766, col=13)
Token('RBRACKET', ']', line=766, col=14)
Token('ASSIGN', '=', line=766, col=16)
Token('ID', 'i', line=766, col=18)
Token('TIMES', '*', line=766, col=20)
Token('INT_LIT', '2', line=766, col=22)
Token('SEMI', ';', line=766, col=23)
Token('ID', 'counter', line=767, col=9)
Token('INC', '++', line=767, col=16)
Token('SEMI', ';', line=767, col=18)
Token('RBRACE', '}', line=768, col=5)
Token('IF', 'if', line=770, col=5)
Token('LPAREN', '(', line=770, col=8)
Token('ID', 'x', line=770, col=9)
Token('EQ', '==', line=770, col=11)
Token('ID', 'y', line=770, col=14)
Token('OR', '||', line=770, col=16)
Token('ID', 'x', line=770, col=19)
Token('NEQ', '!=', line=770, col=21)
Token('INT_LIT', '0', line=770, col=24)
Token('RPAREN', ')', line=770, col=25)
Token('LBRACE', '{', line=770, col=27)
Token('ID', 'x', line=771, col=9)
Token('PLUS_ASSIGN', '+=', line=771, col=11)
Token('INT_LIT', '10', line=771, col=14)
Token('SEMI', ';', line=771, col=16)
Token('ID', 'y', line=772, col=9)
Token('MINUS_ASSIGN', '-=', line=772, col=11)
Token('INT_LIT', '5', line=772, col=14)
Token('SEMI', ';', line=772, col=15)
Token('RBRACE', '}', line=773, col=5)
Token('ELSE', 'else', line=773, col=7)
Token('LBRACE', '{', line=773, col=12)
Token('ID', 'x', line=774, col=9)
Token('TIMES_ASSIGN', '*=', line=774, col=11)
Token('INT_LIT', '2', line=774, col=14)
Token('SEMI', ';', line=774, col=15)
Token('ID', 'y', line=775, col=9)
Token('DIV_ASSIGN', '/=', line=775, col=11)
Token('INT_LIT', '3', line=775, col=14)
Token('SEMI', ';', line=775, col=15)
Token('RBRACE', '}', line=776, col=5)
Token('WHILE', 'while', line=778, col=5)
Token('LPAREN', '(', line=778, col=11)
Token('ID', 'y', line=778, col=12)
Token('GT', '>', line=778, col=14)
Token('INT_LIT', '0', line=778, col=16)
Token('AND', '&&', line=778, col=18)
Token('ID', 'x', line=778, col=21)
Token('LT', '<', line=778, col=23)
Token('INT_LIT', '100', line=778, col=25)
Token('RPAREN', ')', line=778, col=28)
Token('LBRACE', '{', line=778, col=30)
Token('ID', 'y', line=779, col=9)
Token('DEC', '--', line=779, col=10)
Token('SEMI', ';', line=779, col=12)
Token('ID', 'x', line=780, col=9)
Token('INC', '++', line=780, col=10)
Token('SEMI', ';', line=780, col=12)
Token('IF', 'if', line=781, col=9)
Token('LPAREN', '(', line=781, col=12)
Token('ID', 'y', line=781, col=13)
Token('MOD', '%', line=781, col=15)
Token('INT_LIT', '2', line=781, col=17)
Token('EQ', '==', line=781, col=19)
Token('INT_LIT', '0', line=781, col=22)
Token('RPAREN', ')', line=781, col=23)
Token('LBRACE', '{', line=781, col=25)
Token('CONTINUE', 'continue', line=782, col=13)
Token('SEMI', ';', line=782, col=21)
Token('RBRACE', '}', line=783, col=9)
Token('IF', 'if', line=784, col=9)
Token('LPAREN', '(', line=784, col=12)
Token('ID', 'x', line=784, col=13)
Token('GT', '>', line=784, col=15)
Token('INT_LIT', '50', line=784, col=17)
Token('RPAREN', ')', line=784, col=19)
Token('LBRACE', '{', line=784, col=21)
Token('BREAK', 'break', line=785, col=13)
Token('SEMI', ';', line=785, col=18)
Token('RBRACE', '}', line=786, col=9)
Token('RBRACE', '}', line=787, col=5)
Token('T_INT', 'int', line=789, col=5)
Token('ID', 'result', line=789, col=9)
Token('ASSIGN', '=', line=789, col=16)
Token('ID', 'factorial', line=789, col=18)
Token('LPAREN', '(', line=789, col=27)
Token('INT_LIT', '5', line=789, col=28)
Token('RPAREN', ')', line=789, col=29)
Token('SEMI', ';', line=789, col=30)
Token('ID', 'Point', line=790, col=5)
Token('ID', 'p', line=790, col=11)
Token('SEMI', ';', line=790, col=12)
Token('ID', 'p', line=791, col=5)
Token('DOT', '.', line=791, col=6)
Token('ID', 'x', line=791, col=7)
Token('ASSIGN', '=', line=791, col=9)
Token('ID', 'result', line=791, col=11)
Token('SEMI', ';', line=791, col=17)
Token('ID', 'p', line=792, col=5)
Token('DOT', '.', line=792, col=6)
Token('ID', 'y', line=792, col=7)
Token('ASSIGN', '=', line=792, col=9)
Token('ID', 'counter', line=792, col=11)
Token('SEMI', ';', line=792, col=18)
Token('ID', 'bool', line=794, col=5)
Token('ID', 'flag', line=794, col=10)
Token('ASSIGN', '=', line=794, col=15)
Token('TRUE', 'true', line=794, col=17)
Token('SEMI', ';', line=794, col=21)
Token('IF', 'if', line=795, col=5)
Token('LPAREN', '(', line=795, col=8)
Token('NOT', '!', line=795, col=9)
Token('ID', 'flag', line=795, col=10)
Token('OR', '||', line=795, col=15)
Token('ID', 'result', line=795, col=18)
Token('EQ', '==', line=795, col=25)
Token('NULL_KW', 'null', line=795, col=28)
Token('RPAREN', ')', line=795, col=32)
Token('LBRACE', '{', line=795, col=34)
Token('RETURN', 'return', line=796, col=9)
Token('INT_LIT', '0', line=796, col=16)
Token('SEMI', ';', line=796, col=17)
Token('RBRACE', '}', line=797, col=5)
Token('T_INT', 'int', line=799, col=5)
Token('ID', 'shifted', line=799, col=9)
Token('ASSIGN', '=', line=799, col=17)
Token('ID', 'x', line=799, col=19)
Token('LSHIFT', '<<', line=799, col=21)
Token('INT_LIT', '2', line=799, col=24)
Token('SEMI', ';', line=799, col=25)
Token('ID', 'shifted', line=800, col=5)
Token('ASSIGN', '=', line=800, col=13)
Token('ID', 'shifted', line=800, col=15)
Token('RSHIFT', '>>', line=800, col=23)
Token('INT_LIT', '1', line=800, col=26)
Token('SEMI', ';', line=800, col=27)
Token('RETURN', 'return', line=802, col=5)
Token('ID', 'result', line=802, col=12)
Token('SEMI', ';', line=802, col=18)
Token('RBRACE', '}', line=803, col=1)
Token('STRUCT', 'struct', line=805, col=1)
Token('ID', 'Point', line=805, col=8)
Token('LBRACE', '{', line=805, col=14)
Token('T_INT', 'int', line=806, col=5)
Token('ID', 'x', line=806, col=9)
Token('SEMI', ';', line=806, col=10)
Token('T_INT', 'int', line=807, col=5)
Token('ID', 'y', line=807, col=9)
Token('SEMI', ';', line=807, col=10)
Token('RBRACE', '}', line=808, col=1)
Token('SEMI', ';', line=808, col=2)
Token('CONST', 'const', line=810, col=1)
Token('T_FLOAT', 'float', line=810, col=7)
Token('ID', 'PI', line=810, col=13)
Token('ASSIGN', '=', line=810, col=16)
Token('FLOAT_LIT', '3.14', line=810, col=18)
Token('SEMI', ';', line=810, col=22)
Token('T_INT', 'int', line=811, col=1)
Token('ID', 'counter', line=811, col=5)
Token('ASSIGN', '=', line=811, col=13)
Token('INT_LIT', '0', line=811, col=15)
Token('SEMI', ';', line=811, col=16)
Token('T_INT', 'int', line=812, col=1)
Token('ID', 'arr', line=812, col=5)
Token('LBRACKET', '[', line=812, col=8)
Token('INT_LIT', '10', line=812, col=9)
Token('RBRACKET', ']', line=812, col=11)
Token('SEMI', ';', line=812, col=12)
Token('T_VOID', 'void', line=814, col=1)
Token('ID', 'swap', line=814, col=6)
Token('LPAREN', '(', line=814, col=10)
Token('T_INT', 'int', line=814, col=11)
Token('ID', 'a', line=814, col=15)
Token('COMMA', ',', line=814, col=16)
Token('T_INT', 'int', line=814, col=18)
Token('ID', 'b', line=814, col=22)
Token('RPAREN', ')', line=814, col=23)
Token('LBRACE', '{', line=814, col=25)
Token('T_INT', 'int', line=815, col=5)
Token('ID', 'temp', line=815, col=9)
Token('ASSIGN', '=', line=815, col=14)
Token('ID', 'a', line=815, col=16)
Token('SEMI', ';', line=815, col=17)
Token('ID', 'a', line=816, col=5)
Token('ASSIGN', '=', line=816, col=7)
Token('ID', 'b', line=816, col=9)
Token('SEMI', ';', line=816, col=10)
Token('ID', 'b', line=817, col=5)
Token('ASSIGN', '=', line=817, col=7)
Token('ID', 'temp', line=817, col=9)
Token('SEMI', ';', line=817, col=13)
Token('RBRACE', '}', line=818, col=1)
Token('T_INT', 'int', line=820, col=1)
Token('ID', 'factorial', line=820, col=5)
Token('LPAREN', '(', line=820, col=14)
Token('T_INT', 'int', line=820, col=15)
Token('ID', 'n', line=820, col=19)
Token('RPAREN', ')', line=820, col=20)
Token('LBRACE', '{', line=820, col=22)
Token('IF', 'if', line=821, col=5)
Token('LPAREN', '(', line=821, col=8)
Token('ID', 'n', line=821, col=9)
Token('LEQ', '<=', line=821, col=11)
Token('INT_LIT', '1', line=821, col=14)
Token('RPAREN', ')', line=821, col=15)
Token('LBRACE', '{', line=821, col=17)
Token('RETURN', 'return', line=822, col=9)
Token('INT_LIT', '1', line=822, col=16)
Token('SEMI', ';', line=822, col=17)
Token('RBRACE', '}', line=823, col=5)
Token('RETURN', 'return', line=824, col=5)
Token('ID', 'n', line=824, col=12)
Token('TIMES', '*', line=824, col=14)
Token('ID', 'factorial', line=824, col=16)
Token('LPAREN', '(', line=824, col=25)
Token('ID', 'n', line=824, col=26)
Token('MINUS', '-', line=824, col=28)
Token('INT_LIT', '1', line=824, col=30)
Token('RPAREN', ')', line=824, col=31)
Token('SEMI', ';', line=824, col=32)
Token('RBRACE', '}', line=825, col=1)
Token('T_INT', 'int', line=827, col=1)
Token('ID', 'main', line=827, col=5)
Token('LPAREN', '(', line=827, col=9)
Token('RPAREN', ')', line=827, col=10)
Token('LBRACE', '{', line=827, col=12)
Token('T_INT', 'int', line=828, col=5)
Token('ID', 'x', line=828, col=9)
Token('ASSIGN', '=', line=828, col=11)
Token('HEX_LIT', '0xFF', line=828, col=13)
Token('SEMI', ';', line=828, col=17)
Token('T_INT', 'int', line=829, col=5)
Token('ID', 'y', line=829, col=9)
Token('ASSIGN', '=', line=829, col=11)
Token('INT_LIT', '42', line=829, col=13)
Token('SEMI', ';', line=829, col=15)
Token('T_FLOAT', 'float', line=830, col=5)
Token('ID', 'z', line=830, col=11)
Token('ASSIGN', '=', line=830, col=13)
Token('FLOAT_LIT', '1.5', line=830, col=15)
Token('SEMI', ';', line=830, col=18)
Token('FOR', 'for', line=832, col=5)
Token('LPAREN', '(', line=832, col=9)
Token('T_INT', 'int', line=832, col=10)
Token('ID', 'i', line=832, col=14)
Token('ASSIGN', '=', line=832, col=16)
Token('INT_LIT', '0', line=832, col=18)
Token('SEMI', ';', line=832, col=19)
Token('ID', 'i', line=832, col=21)
Token('LT', '<', line=832, col=23)
Token('INT_LIT', '10', line=832, col=25)
Token('SEMI', ';', line=832, col=27)
Token('ID', 'i', line=832, col=29)
Token('INC', '++', line=832, col=30)
Token('RPAREN', ')', line=832, col=32)
Token('LBRACE', '{', line=832, col=34)
Token('ID', 'arr', line=833, col=9)
Token('LBRACKET', '[', line=833, col=12)
Token('ID', 'i', line=833, col=13)
Token('RBRACKET', ']', line=833, col=14)
Token('ASSIGN', '=', line=833, col=16)
Token('ID', 'i', line=833, col=18)
Token('TIMES', '*', line=833, col=20)
Token('INT_LIT', '2', line=833, col=22)
Token('SEMI', ';', line=833, col=23)
Token('ID', 'counter', line=834, col=9)
Token('INC', '++', line=834, col=16)
Token('SEMI', ';', line=834, col=18)
Token('RBRACE', '}', line=835, col=5)
Token('IF', 'if', line=837, col=5)
Token('LPAREN', '(', line=837, col=8)
Token('ID', 'x', line=837, col=9)
Token('EQ', '==', line=837, col=11)
Token('ID', 'y', line=837, col=14)
Token('OR', '||', line=837, col=16)
Token('ID', 'x', line=837, col=19)
Token('NEQ', '!=', line=837, col=21)
Token('INT_LIT', '0', line=837, col=24)
Token('RPAREN', ')', line=837, col=25)
Token('LBRACE', '{', line=837, col=27)
Token('ID', 'x', line=838, col=9)
Token('PLUS_ASSIGN', '+=', line=838, col=11)
Token('INT_LIT', '10', line=838, col=14)
Token('SEMI', ';', line=838, col=16)
Token('ID', 'y', line=839, col=9)
Token('MINUS_ASSIGN', '-=', line=839, col=11)
Token('INT_LIT', '5', line=839, col=14)
Token('SEMI', ';', line=839, col=15)
Token('RBRACE', '}', line=840, col=5)
Token('ELSE', 'else', line=840, col=7)
Token('LBRACE', '{', line=840, col=12)
Token('ID', 'x', line=841, col=9)
Token('TIMES_ASSIGN', '*=', line=841, col=11)
Token('INT_LIT', '2', line=841, col=14)
Token('SEMI', ';', line=841, col=15)
Token('ID', 'y', line=842, col=9)
Token('DIV_ASSIGN', '/=', line=842, col=11)
Token('INT_LIT', '3', line=842, col=14)
Token('SEMI', ';', line=842, col=15)
Token('RBRACE', '}', line=843, col=5)
Token('WHILE', 'while', line=845, col=5)
Token('LPAREN', '(', line=845, col=11)
Token('ID', 'y', line=845, col=12)
Token('GT', '>', line=845, col=14)
Token('INT_LIT', '0', line=845, col=16)
Token('AND', '&&', line=845, col=18)
Token('ID', 'x', line=845, col=21)
Token('LT', '<', line=845, col=23)
Token('INT_LIT', '100', line=845, col=25)
Token('RPAREN', ')', line=845, col=28)
Token('LBRACE', '{', line=845, col=30)
Token('ID', 'y', line=846, col=9)
Token('DEC', '--', line=846, col=10)
Token('SEMI', ';', line=846, col=12)
Token('ID', 'x', line=847, col=9)
Token('INC', '++', line=847, col=10)
Token('SEMI', ';', line=847, col=12)
Token('IF', 'if', line=848, col=9)
Token('LPAREN', '(', line=848, col=12)
Token('ID', 'y', line=848, col=13)
Token('MOD', '%', line=848, col=15)
Token('INT_LIT', '2', line=848, col=17)
Token('EQ', '==', line=848, col=19)
Token('INT_LIT', '0', line=848, col=22)
Token('RPAREN', ')', line=848, col=23)
Token('LBRACE', '{', line=848, col=25)
Token('CONTINUE', 'continue', line=849, col=13)
Token('SEMI', ';', line=849, col=21)
Token('RBRACE', '}', line=850, col=9)
Token('IF', 'if', line=851, col=9)
Token('LPAREN', '(', line=851, col=12)
Token('ID', 'x', line=851, col=13)
Token('GT', '>', line=851, col=15)
Token('INT_LIT', '50', line=851, col=17)
Token('RPAREN', ')', line=851, col=19)
Token('LBRACE', '{', line=851, col=21)
Token('BREAK', 'break', line=852, col=13)
Token('SEMI', ';', line=852, col=18)
Token('RBRACE', '}', line=853, col=9)
Token('RBRACE', '}', line=854, col=5)
Token('T_INT', 'int', line=856, col=5)
Token('ID', 'result', line=856, col=9)
Token('ASSIGN', '=', line=856, col=16)
Token('ID', 'factorial', line=856, col=18)
Token('LPAREN', '(', line=856, col=27)
Token('INT_LIT', '5', line=856, col=28)
Token('RPAREN', ')', line=856, col=29)
Token('SEMI', ';', line=856, col=30)
Token('ID', 'Point', line=857, col=5)
Token('ID', 'p', line=857, col=11)
Token('SEMI', ';', line=857, col=12)
Token('ID', 'p', line=858, col=5)
Token('DOT', '.', line=858, col=6)
Token('ID', 'x', line=858, col=7)
Token('ASSIGN', '=', line=858, col=9)
Token('ID', 'result', line=858, col=11)
Token('SEMI', ';', line=858, col=17)
Token('ID', 'p', line=859, col=5)
Token('DOT', '.', line=859, col=6)
Token('ID', 'y', line=859, col=7)
Token('ASSIGN', '=', line=859, col=9)
Token('ID', 'counter', line=859, col=11)
Token('SEMI', ';', line=859, col=18)
Token('ID', 'bool', line=861, col=5)
Token('ID', 'flag', line=861, col=10)
Token('ASSIGN', '=', line=861, col=15)
Token('TRUE', 'true', line=861, col=17)
Token('SEMI', ';', line=861, col=21)
Token('IF', 'if', line=862, col=5)
Token('LPAREN', '(', line=862, col=8)
Token('NOT', '!', line=862, col=9)
Token('ID', 'flag', line=862, col=10)
Token('OR', '||', line=862, col=15)
Token('ID', 'result', line=862, col=18)
Token('EQ', '==', line=862, col=25)
Token('NULL_KW', 'null', line=862, col=28)
Token('RPAREN', ')', line=862, col=32)
Token('LBRACE', '{', line=862, col=34)
Token('RETURN', 'return', line=863, col=9)
Token('INT_LIT', '0', line=863, col=16)
Token('SEMI', ';', line=863, col=17)
Token('RBRACE', '}', line=864, col=5)
Token('T_INT', 'int', line=866, col=5)
Token('ID', 'shifted', line=866, col=9)
Token('ASSIGN', '=', line=866, col=17)
Token('ID', 'x', line=866, col=19)
Token('LSHIFT', '<<', line=866, col=21)
Token('INT_LIT', '2', line=866, col=24)
Token('SEMI', ';', line=866, col=25)
Token('ID', 'shifted', line=867, col=5)
Token('ASSIGN', '=', line=867, col=13)
Token('ID', 'shifted', line=867, col=15)
Token('RSHIFT', '>>', line=867, col=23)
Token('INT_LIT', '1', line=867, col=26)
Token('SEMI', ';', line=867, col=27)
Token('RETURN', 'return', line=869, col=5)
Token('ID', 'result', line=869, col=12)
Token('SEMI', ';', line=869, col=18)
Token('RBRACE', '}', line=870, col=1)
Token('STRUCT', 'struct', line=872, col=1)
Token('ID', 'Point', line=872, col=8)
Token('LBRACE', '{', line=872, col=14)
Token('T_INT', 'int', line=873, col=5)
Token('ID', 'x', line=873, col=9)
Token('SEMI', ';', line=873, col=10)
Token('T_INT', 'int', line=874, col=5)
Token('ID', 'y', line=874, col=9)
Token('SEMI', ';', line=874, col=10)
Token('RBRACE', '}', line=875, col=1)
Token('SEMI', ';', line=875, col=2)
Token('CONST', 'const', line=877, col=1)
Token('T_FLOAT', 'float', line=877, col=7)
Token('ID', 'PI', line=877, col=13)
Token('ASSIGN', '=', line=877, col=16)
Token('FLOAT_LIT', '3.14', line=877, col=18)
Token('SEMI', ';', line=877, col=22)
Token('T_INT', 'int', line=878, col=1)
Token('ID', 'counter', line=878, col=5)
Token('ASSIGN', '=', line=878, col=13)
Token('INT_LIT', '0', line=878, col=15)
Token('SEMI', ';', line=878, col=16)
Token('T_INT', 'int', line=879, col=1)
Token('ID', 'arr', line=879, col=5)
Token('LBRACKET', '[', line=879, col=8)
Token('INT_LIT', '10', line=879, col=9)
Token('RBRACKET', ']', line=879, col=11)
Token('SEMI', ';', line=879, col=12)
Token('T_VOID', 'void', line=881, col=1)
Token('ID', 'swap', line=881, col=6)
Token('LPAREN', '(', line=881, col=10)
Token('T_INT', 'int', line=881, col=11)
Token('ID', 'a', line=881, col=15)
Token('COMMA', ',', line=881, col=16)
Token('T_INT', 'int', line=881, col=18)
Token('ID', 'b', line=881, col=22)
Token('RPAREN', ')', line=881, col=23)
Token('LBRACE', '{', line=881, col=25)
Token('T_INT', 'int', line=882, col=5)
Token('ID', 'temp', line=882, col=9)
Token('ASSIGN', '=', line=882, col=14)
Token('ID', 'a', line=882, col=16)
Token('SEMI', ';', line=882, col=17)
Token('ID', 'a', line=883, col=5)
Token('ASSIGN', '=', line=883, col=7)
Token('ID', 'b', line=883, col=9)
Token('SEMI', ';', line=883, col=10)
Token('ID', 'b', line=884, col=5)
Token('ASSIGN', '=', line=884, col=7)
Token('ID', 'temp', line=884, col=9)
Token('SEMI', ';', line=884, col=13)
Token('RBRACE', '}', line=885, col=1)
Token('T_INT', 'int', line=887, col=1)
Token('ID', 'factorial', line=887, col=5)
Token('LPAREN', '(', line=887, col=14)
Token('T_INT', 'int', line=887, col=15)
Token('ID', 'n', line=887, col=19)
Token('RPAREN', ')', line=887, col=20)
Token('LBRACE', '{', line=887, col=22)
Token('IF', 'if', line=888, col=5)
Token('LPAREN', '(', line=888, col=8)
Token('ID', 'n', line=888, col=9)
Token('LEQ', '<=', line=888, col=11)
Token('INT_LIT', '1', line=888, col=14)
Token('RPAREN', ')', line=888, col=15)
Token('LBRACE', '{', line=888, col=17)
Token('RETURN', 'return', line=889, col=9)
Token('INT_LIT', '1', line=889, col=16)
Token('SEMI', ';', line=889, col=17)
Token('RBRACE', '}', line=890, col=5)
Token('RETURN', 'return', line=891, col=5)
Token('ID', 'n', line=891, col=12)
Token('TIMES', '*', line=891, col=14)
Token('ID', 'factorial', line=891, col=16)
Token('LPAREN', '(', line=891, col=25)
Token('ID', 'n', line=891, col=26)
Token('MINUS', '-', line=891, col=28)
Token('INT_LIT', '1', line=891, col=30)
Token('RPAREN', ')', line=891, col=31)
Token('SEMI', ';', line=891, col=32)
Token('RBRACE', '}', line=892, col=1)
Token('T_INT', 'int', line=894, col=1)
Token('ID', 'main', line=894, col=5)
Token('LPAREN', '(', line=894, col=9)
Token('RPAREN', ')', line=894, col=10)
Token('LBRACE', '{', line=894, col=12)
Token('T_INT', 'int', line=895, col=5)
Token('ID', 'x', line=895, col=9)
Token('ASSIGN', '=', line=895, col=11)
Token('HEX_LIT', '0xFF', line=895, col=13)
Token('SEMI', ';', line=895, col=17)
Token('T_INT', 'int', line=896, col=5)
Token('ID', 'y', line=896, col=9)
Token('ASSIGN', '=', line=896, col=11)
